,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude,year,decade,PrimaryCaretaker
30679,52009,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,359 Tocoloma Ave,1.0,Sidewalk: Curb side : Cutout,Private,2006-08-22 00:00:00,6,,37.71058705,-122.398448,2006,2000 - 2009,Private
30681,261350,Planning Code 138.1 required,Lagunaria patersonii :: Primrose Tree,299 Sagamore St,1.0,Sidewalk: Curb side : Cutout,Private,2020-01-13 00:00:00,3,3x3,37.71119717,-122.4619729,2020,2020 - 2029,Private
30685,30305,DPW Maintained,Prunus cerasifera :: Cherry Plum,121 Jordan Ave,2.0,Sidewalk: Curb side : Cutout,Private,2004-06-16 00:00:00,9,,37.78338526,-122.4568697,2004,2000 - 2009,Private
30698,3549,DPW Maintained,Lophostemon confertus :: Brisbane Box,201X Cargo Way,59.0,Sidewalk: Curb side : Cutout,DPW,2017-05-03 07:34:00,3,3X3,37.74066554,-122.3779251,2017,2010 - 2019,DPW
30699,49202,Permitted Site,Olea europaea :: Olive Tree,2412 Harrison St,2.0,Sidewalk: Curb side : Cutout,Private,2003-02-05 00:00:00,10,,37.75879076,-122.4125684,2003,2000 - 2009,Private
30700,233511,DPW Maintained,Pittosporum crassifolium :: Karo Tree,301 Haight St,1.0,Sidewalk: Curb side : Cutout,Private,2018-06-08 00:00:00,3,Width 3ft,37.77242757,-122.4273761,2018,2010 - 2019,Private
30701,29437,DPW Maintained,Tristania conferta ::,2307X Ingalls St,3.0,Sidewalk: Curb side : Cutout,DPW,2006-02-28 00:00:00,6,3X3,37.72437616,-122.3881628,2006,2000 - 2009,DPW
30704,49760,DPW Maintained,Pittosporum crassifolium :: Karo Tree,366@ REY Leland Ave,1.0,Sidewalk: Curb side : Cutout,Private,2003-06-04 00:00:00,7,,37.71353757,-122.410861,2003,2000 - 2009,Private
30707,29148,DPW Maintained,Lophostemon confertus :: Brisbane Box,335 Jones St,1.0,Sidewalk: Curb side : Cutout,DPW,2005-11-19 00:00:00,3,3x3,37.78442323,-122.4127747,2005,2000 - 2009,DPW
30712,32628,DPW Maintained,Celtis sinensis :: Chinese Hackberry,766 Brannan St,2.0,Sidewalk: Curb side : Cutout,Private,1996-10-23 00:00:00,7,,37.77368029,-122.4025753,1996,1990 - 1999,Private
30715,50237,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1201 33rd Ave,1.0,Sidewalk: Curb side : Cutout,Private,2004-08-17 00:00:00,1,,37.76451883,-122.4923113,2004,2000 - 2009,Private
30720,206316,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,3578 19th Ave,1.0,Sidewalk: Curb side : Yard,DPW,2008-02-24 00:00:00,16,Width 3ft,37.72650529,-122.4747173,2008,2000 - 2009,DPW
30724,91256,DPW Maintained,Acacia stenophylla :: Shoestring Acacia,940X Guerrero St,2.0,Median : Cutout,DPW,2008-11-20 00:00:00,3,3x100,37.75610612,-122.4233132,2008,2000 - 2009,DPW
30728,112042,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,2418 Pacific Ave,2.0,Sidewalk: Curb side : Cutout,Private,2016-01-14 00:00:00,17,3x3,37.79331067,-122.4356172,2016,2010 - 2019,Private
30735,156622,DPW Maintained,Schinus molle :: California Pepper,1245 South Van Ness Ave,5.0,Sidewalk: Curb side : Cutout,Private,2017-05-08 00:00:00,3,3x3,37.75324055,-122.4162402,2017,2010 - 2019,Private
30736,50304,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,371@ CLEMENT 27th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2003-09-17 00:00:00,9,,37.78249017,-122.4871431,2003,2000 - 2009,Private
30740,109275,DPW Maintained,Lagunaria patersonii :: Primrose Tree,1437 38th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2015-02-05 00:00:00,3,3x3,37.7600289,-122.4974376,2015,2010 - 2019,Private
30745,44782,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2500 18th St,1.0,Sidewalk: Curb side : Cutout,Private,2001-04-12 00:00:00,7,,37.76198431,-122.4074179,2001,2000 - 2009,Private
30746,33842,Permitted Site,Liquidambar styraciflua :: American Sweet Gum,790 Pennsylvania Ave,10.0,Sidewalk: Curb side : Cutout,Private,1997-07-12 00:00:00,4,3x6,37.7564771,-122.3931032,1997,1990 - 1999,Private
30748,6737,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,1300X Fairfax Ave,7.0,Sidewalk: Curb side : Cutout,DPW,2012-08-30 00:00:00,1,3x3,37.73821034,-122.381563,2012,2010 - 2019,DPW
30750,36878,DPW Maintained,Robinia x ambigua 'Purple Robe' :: Purple Robe Locust,2400 Divisadero St,5.0,Sidewalk: Curb side : Cutout,Private,1998-05-26 00:00:00,6,,37.79194091,-122.4411297,1998,1990 - 1999,Private
30753,1243,DPW Maintained,Quercus suber :: Cork Oak,3700X Alemany Blvd,8.0,Sidewalk: Curb side : Cutout,DPW,2004-01-07 00:00:00,3,3X5,37.71184368,-122.4652758,2004,2000 - 2009,DPW
30755,4093,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,3265 Cesar Chavez St,3.0,Sidewalk: Curb side : Cutout,DPW,1995-04-01 00:00:00,3,3X3,37.74809651,-122.4151984,1995,1990 - 1999,DPW
30757,17682,DPW Maintained,Tristania conferta ::,1090 Pierce St,2.0,Sidewalk: Curb side : Cutout,DPW,1992-05-20 00:00:00,12,4X4,37.77981223,-122.4352773,1992,1990 - 1999,DPW
30764,7045,DPW Maintained,Tristania conferta ::,1300 Fell St,4.0,Sidewalk: Curb side : Cutout,Private,2010-01-21 00:00:00,12,3X3,37.77386821,-122.4397271,2010,2010 - 2019,Private
30771,83664,DPW Maintained,Geijera parviflora :: Australian Willow,75 Lisbon St,1.0,Sidewalk: Curb side : Cutout,Private,2019-11-27 00:00:00,3,3x3,37.72708283,-122.4296674,2019,2010 - 2019,Private
30772,64872,Permitted Site,Liquidambar styraciflua :: American Sweet Gum,137 Hancock St,1.0,Sidewalk: Curb side : Cutout,Private,2016-08-03 00:00:00,3,3x3,37.7602359,-122.4313229,2016,2010 - 2019,Private
30773,18312,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,150 Potrero Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2001-02-01 00:00:00,3,4X4,37.76757157,-122.4078767,2001,2000 - 2009,DPW
30777,7065,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,1588 Fell St,1.0,Sidewalk: Curb side : Cutout,DPW,2014-06-16 00:00:00,30,3X3,37.77332968,-122.4439578,2014,2010 - 2019,DPW
30778,265229,DPW Maintained,Afrocarpus gracilior :: Fern Pine,153 Lunado Way,1.0,Sidewalk: Curb side : Cutout,Private,1998-11-02 00:00:00,3,2x3,37.72527553,-122.4713433,1998,1990 - 1999,Private
30784,67963,DPW Maintained,Prunus cerasifera :: Cherry Plum,882 29th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1993-03-22 00:00:00,6,,37.7728186,-122.4884286,1993,1990 - 1999,Private
30787,203203,Planning Code 138.1 required,Washingtonia robusta :: Mexican Fan Palm,189 Hubbell St,4.0,Sidewalk: Curb side : Cutout,Private,2018-03-20 00:00:00,3,Width 4ft,37.76662113,-122.398093,2018,2010 - 2019,Private
30789,253495,Planning Code 138.1 required,Trachycarpus fortunei :: Windmill Palm,1x Gordon St,13.0,Sidewalk: Curb side : Cutout,Private,2017-09-12 00:00:00,3,3x3,37.77369248,-122.4096587,2017,2010 - 2019,Private
30794,14635,DPW Maintained,Pittosporum undulatum :: Victorian Box,610X Franklin St,2.0,Sidewalk: Curb side : Cutout,DPW,2006-09-02 00:00:00,6,3X3,37.78007171,-122.4218432,2006,2000 - 2009,DPW
30805,46951,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1530 43rd Ave,4.0,Sidewalk: Curb side : Cutout,SFUSD,2002-05-01 00:00:00,8,3x25,37.75811133,-122.5024502,2002,2000 - 2009,Others
30809,108638,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,414 Hearst Ave,,Sidewalk: Curb side : Cutout,Private,2014-12-30 00:00:00,3,3x3,37.73075268,-122.4469495,2014,2010 - 2019,Private
30810,27465,DPW Maintained,Lophostemon confertus :: Brisbane Box,2945 03rd St,2.0,Sidewalk: Curb side : Cutout,DPW,2010-11-09 00:00:00,3,3X3,37.75264754,-122.3875912,2010,2010 - 2019,DPW
30815,172447,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,1400 Mason St,1.0,Sidewalk: Curb side : Cutout,Private,2018-02-08 00:00:00,3,Width 2ft,37.79643206,-122.411666,2018,2010 - 2019,Private
30816,173628,DPW Maintained,Pittosporum undulatum :: Victorian Box,800X Brotherhood Way,9.0,Sidewalk: Curb side : Cutout,Private,2017-01-20 00:00:00,3,3x3,37.71428886,-122.4755334,2017,2010 - 2019,Private
30817,93448,DPW Maintained,Podocarpus macrophyllus :: Yew Pine,2319X Taraval St,1.0,Sidewalk: Curb side : Cutout,DPW,2009-02-23 00:00:00,3,3x3,37.74233787,-122.4908942,2009,2000 - 2009,DPW
30820,10887,Permitted Site,Callistemon viminalis :: Weeping Bottlebrush,1270X Hudson Ave,3.0,Sidewalk: Curb side : Cutout,Private,1996-06-21 00:00:00,6,3X4,37.73433937,-122.3826997,1996,1990 - 1999,Private
30822,41477,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,950 Gilman Ave,3.0,Sidewalk: Curb side : Cutout,Private,2002-05-09 00:00:00,5,,37.71788597,-122.3873444,2002,2000 - 2009,Private
30823,28317,DPW Maintained,Acer buergeranum :: Trident Maple,605 Cortland Ave,1.0,Sidewalk: Curb side : Cutout,Private,2003-11-22 00:00:00,3,3X3,37.73903526,-122.4156454,2003,2000 - 2009,Private
30828,83382,DPW Maintained,Pyrus calleryana :: Ornamental Pear,1426 18th St,1.0,Sidewalk: Curb side : Cutout,Private,2009-07-02 00:00:00,2,3x3,37.76261221,-122.3971168,2009,2000 - 2009,Private
30832,87726,DPW Maintained,Lophostemon confertus :: Brisbane Box,2238X Van Ness Ave,4.0,Median : Cutout,DPW,2008-01-25 00:00:00,3,3x3,37.7962695,-122.4235053,2008,2000 - 2009,DPW
30839,32217,DPW Maintained,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,525 Precita Ave,1.0,Sidewalk: Curb side : Cutout,Private,1995-08-22 00:00:00,24,,37.74745797,-122.4099453,1995,1990 - 1999,Private
30844,32473,DPW Maintained,Ceratonia siliqua :: Carob,144 Lower Ter,1.0,Sidewalk: Curb side : Cutout,Private,1996-10-10 00:00:00,9,,37.76331241,-122.44226,1996,1990 - 1999,Private
30846,5269,DPW Maintained,Pittosporum undulatum :: Victorian Box,2035X Ellis St,1.0,Sidewalk: Curb side : Cutout,DPW,1992-05-11 00:00:00,6,3X3,37.78141557,-122.4394179,1992,1990 - 1999,DPW
30848,57633,DPW Maintained,Ficus retusa nitida :: Banyan Fig,486 Grove St,1.0,Sidewalk: Curb side : Cutout,Private,1976-11-04 00:00:00,19,,37.77770268,-122.4245799,1976,1970 - 1979,Private
30874,4667,DPW Maintained,Liquidambar styraciflua :: American Sweet Gum,600X Columbus Ave,2.0,Median : Cutout,DPW,2012-10-03 00:00:00,12,3,37.80058789,-122.4106002,2012,2010 - 2019,DPW
30882,89096,DPW Maintained,Laurus nobilis :: Sweet Bay: Grecian Laurel,551 18th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2008-03-07 00:00:00,3,3x3,37.7775346,-122.4771076,2008,2000 - 2009,DPW
30884,108724,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,566 Rhode Island St,1.0,Sidewalk: Curb side : Cutout,Private,2015-01-02 00:00:00,3,3x3,37.76260192,-122.4024651,2015,2010 - 2019,Private
30886,30128,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,499X Brotherhood Way,16.0,Sidewalk: Curb side : Cutout,DPW,2007-03-10 00:00:00,3,,37.71233101,-122.4670069,2007,2000 - 2009,DPW
30887,51418,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,385 10th St,1.0,Sidewalk: Curb side : Cutout,Private,2004-10-18 00:00:00,4,,37.77191366,-122.4115418,2004,2000 - 2009,Private
30892,67322,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1653 Anza St,1.0,Sidewalk: Curb side : Cutout,Private,1992-07-15 00:00:00,7,,37.77893478,-122.46596,1992,1990 - 1999,Private
30895,25679,Permitted Site,Phoenix canariensis :: Canary Island Date Palm,350X The Embarcadero,3.0,Median : Cutout,Port,2000-12-18 00:00:00,36,15,37.79806025,-122.3963595,2000,2000 - 2009,Others
30899,24940,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2733 Geary Blvd,1.0,Sidewalk: Curb side : Cutout,Private,1996-08-01 00:00:00,6,3X3,37.78216993,-122.4484694,1996,1990 - 1999,Private
30904,11599,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,4136 Judah St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-04-24 00:00:00,3,3X3,37.76048236,-122.5066071,2008,2000 - 2009,DPW
30907,11781,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,800X Junipero Serra Blvd,13.0,Median : Cutout,DPW,2013-03-09 00:00:00,3,3X3,37.72326304,-122.4722472,2013,2010 - 2019,DPW
30918,93378,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',3030 Turk Blvd,2.0,Sidewalk: Curb side : Cutout,DPW,2008-12-08 00:00:00,3,3x3,37.7776077,-122.4558411,2008,2000 - 2009,DPW
30920,88202,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,436 Clementina St,2.0,Sidewalk: Curb side : Cutout,Private,2008-07-08 00:00:00,1,3x3,37.7799653,-122.4049123,2008,2000 - 2009,Private
30921,192296,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',551 Utah St,6.0,Sidewalk: Curb side : Cutout,Private,2021-07-28 00:00:00,3,Width 4ft,37.76239609,-122.4061348,2021,2020 - 2029,Private
30930,33806,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2007 Pacific Ave,2.0,Sidewalk: Curb side : Cutout,Private,1996-11-26 00:00:00,7,,37.79407789,-122.4285267,1996,1990 - 1999,Private
30932,18093,DPW Maintained,Pittosporum undulatum :: Victorian Box,3001 Pine St,1.0,Sidewalk: Curb side : Cutout,Private,2013-05-17 00:00:00,3,3x3,37.78640774,-122.4452368,2013,2010 - 2019,Private
30935,29476,Permitted Site,Lophostemon confertus :: Brisbane Box,1425X Ingalls St,2.0,Sidewalk: Curb side : Cutout,Private,2006-02-28 00:00:00,12,3x3,37.72988955,-122.3832105,2006,2000 - 2009,Private
30938,32083,DPW Maintained,Lophostemon confertus :: Brisbane Box,3925 18th St,1.0,Sidewalk: Curb side : Cutout,Private,1995-08-09 00:00:00,10,,37.76106311,-122.4311812,1995,1990 - 1999,Private
30946,56350,Permitted Site,Acacia baileyana 'Purpurea' :: Purple-leaf Acacia,147 Hartford St,1.0,Sidewalk: Curb side : Cutout,Private,2014-07-29 00:00:00,20,3x3,37.76020713,-122.433739,2014,2010 - 2019,Private
30947,127946,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',855 Front St,1.0,Sidewalk: Curb side : Cutout,Private,2017-06-12 00:00:00,3,Width 3ft,37.79953752,-122.4001222,2017,2010 - 2019,Private
30949,216642,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,50 Lee Ave,1.0,Sidewalk: Curb side : Yard,Private,2017-10-04 13:57:00,3,Width 2ft,37.71914028,-122.454022,2017,2010 - 2019,Private
30959,66024,DPW Maintained,Pittosporum undulatum :: Victorian Box,3118 Scott St,1.0,Sidewalk: Curb side : Cutout,Private,1990-07-23 00:00:00,14,,37.79867457,-122.4407983,1990,1990 - 1999,Private
30963,27180,DPW Maintained,Prunus serrulata :: Ornamental Cherry,225 Silver Ave,1.0,Sidewalk: Curb side : Cutout,Private,1999-07-11 00:00:00,3,2X3,37.72961635,-122.4328939,1999,1990 - 1999,Private
30964,62417,DPW Maintained,Lophostemon confertus :: Brisbane Box,681 14th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1985-11-08 00:00:00,14,,37.77540419,-122.472536,1985,1980 - 1989,Private
30966,61899,DPW Maintained,Prunus x yedoensis :: Yoshino Cherry,335 Maple St,1.0,Sidewalk: Curb side : Cutout,Private,1985-03-21 00:00:00,5,,37.78754577,-122.4554036,1985,1980 - 1989,Private
30969,159446,DPW Maintained,Magnolia grandiflora 'Majestic Beauty' :: Majestic Beauty Magnolia,464 Huron Ave,2.0,Sidewalk: Curb side : Cutout,Private,2017-10-05 09:44:00,3,Width 0ft,37.71455539,-122.4464819,2017,2010 - 2019,Private
30972,116923,DPW Maintained,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,900x 24th St,2.0,Sidewalk: Curb side : Cutout,Private,2016-11-22 00:00:00,3,5x5,37.75410449,-122.3891013,2016,2010 - 2019,Private
30978,259863,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1393 Brussels St,,Sidewalk: Curb side : Cutout,DPW,2019-03-30 00:00:00,3,,37.71523702,-122.4005828,2019,2010 - 2019,DPW
30981,66501,DPW Maintained,Ligustrum lucidum :: Glossy Privet,1625 Lyon St,1.0,Sidewalk: Curb side : Cutout,Private,1991-02-21 00:00:00,7,,37.78620777,-122.4452458,1991,1990 - 1999,Private
30982,7095,DPW Maintained,Tristania conferta ::,1970 Fell St,1.0,Sidewalk: Curb side : Cutout,Private,1994-12-21 00:00:00,18,3X3,37.77251883,-122.4502396,1994,1990 - 1999,Private
30988,160441,DPW Maintained,Geijera parviflora :: Australian Willow,201 France Ave,1.0,Sidewalk: Curb side : Cutout,Private,2021-12-14 00:00:00,3,4x6,37.7191482,-122.4363868,2021,2020 - 2029,Private
30995,40179,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,1724 Pierce St,1.0,Sidewalk: Curb side : Cutout,Private,1999-04-27 00:00:00,24,,37.78612541,-122.4365767,1999,1990 - 1999,Private
30996,57049,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,507 46th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1974-08-27 00:00:00,34,,37.77877215,-122.5072958,1974,1970 - 1979,Private
30999,172637,DPW Maintained,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,1675 California St,3.0,Sidewalk: Curb side : Cutout,Private,2013-05-29 00:00:00,3,Width 3ft,37.79035518,-122.4217716,2013,2010 - 2019,Private
31004,231239,Planning Code 138.1 required,Platanus x hispanica :: Sycamore: London Plane,2000 Bryant St,6.0,Sidewalk: Curb side : Cutout,Private,2020-04-07 00:00:00,3,4x4,37.76119149,-122.4101654,2020,2020 - 2029,Private
31007,7091,DPW Maintained,Lophostemon confertus :: Brisbane Box,1908 Fell St,1.0,Sidewalk: Curb side : Cutout,DPW,2014-07-12 00:00:00,3,3x3,37.77262039,-122.4494557,2014,2010 - 2019,DPW
31009,3529,DPW Maintained,Quercus ilex :: Holly Oak,201X Cargo Way,39.0,Sidewalk: Curb side : Cutout,DPW,2006-03-07 00:00:00,3,3X3,37.74140956,-122.3792404,2006,2000 - 2009,DPW
31015,18019,DPW Maintained,Ulmus parvifolia :: Chinese Elm,2719 Pine St,1.0,Sidewalk: Curb side : Cutout,DPW,2009-02-24 00:00:00,3,3X3,37.7870016,-122.4405743,2009,2000 - 2009,DPW
31026,11777,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,800X Junipero Serra Blvd,9.0,Median : Cutout,DPW,2006-03-30 00:00:00,3,3X3,37.72299924,-122.472261,2006,2000 - 2009,DPW
31032,64721,DPW Maintained,Lophostemon confertus :: Brisbane Box,1031 Post St,1.0,Sidewalk: Curb side : Cutout,Private,1990-03-08 00:00:00,5,,37.78688855,-122.4188597,1990,1990 - 1999,Private
31033,209330,DPW Maintained,Maytenus boaria :: Mayten,1561 16th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1994-05-16 00:00:00,1,Width 1ft,37.7588495,-122.4738101,1994,1990 - 1999,Private
31034,63908,DPW Maintained,Ficus retusa nitida :: Banyan Fig,2125 Powell St,1.0,Sidewalk: Curb side : Cutout,Private,1987-08-03 00:00:00,14,,37.80440194,-122.41174,1987,1980 - 1989,Private
31036,89517,DPW Maintained,Cordyline australis :: Dracena Palm,4800X Anza St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-03-26 00:00:00,3,3x3,37.77754785,-122.4998283,2008,2000 - 2009,DPW
31041,22695,DPW Maintained,Maytenus boaria :: Mayten,1385X Turk St,13.0,Sidewalk: Curb side : Cutout,DPW,1992-03-23 00:00:00,18,3X3,37.78046452,-122.4318445,1992,1990 - 1999,DPW
31049,49823,DPW Maintained,Melaleuca ericifolia :: Heath Melaleuca,1600X 18th St,4.0,Sidewalk: Curb side : Cutout,Private,2003-06-11 00:00:00,6,,37.76250646,-122.3988669,2003,2000 - 2009,Private
31051,61312,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1458 Kansas St,1.0,Sidewalk: Curb side : Cutout,Private,1984-02-09 00:00:00,20,4x4,37.75116117,-122.4023418,1984,1980 - 1989,Private
31053,31712,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,144#8 Parnassus Ave,1.0,Sidewalk: Curb side : Cutout,Private,1995-06-19 00:00:00,6,,37.7647739,-122.4509879,1995,1990 - 1999,Private
31058,43443,DPW Maintained,Quercus agrifolia :: Coast Live Oak,241 Oneida Ave,5.0,Sidewalk: Curb side : Cutout,DPW,2000-07-18 00:00:00,6,,37.72223653,-122.4439345,2000,2000 - 2009,DPW
31062,11582,DPW Maintained,Lagunaria patersonii :: Primrose Tree,4000 Judah St,2.0,Sidewalk: Curb side : Cutout,DPW,2017-03-28 11:49:00,3,3X3,37.76055019,-122.5050036,2017,2010 - 2019,DPW
31063,28630,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,1299 Ocean Ave,10.0,Sidewalk: Curb side : Cutout,Private,2003-04-03 00:00:00,3,3X3,37.72368051,-122.4558827,2003,2000 - 2009,Private
31064,109702,DPW Maintained,Acacia stenophylla :: Shoestring Acacia,600x GUERRERO ST,10.0,Median : Cutout,DPW,2015-02-21 23:06:00,3,3x3,37.76131443,-122.4243127,2015,2010 - 2019,DPW
31069,25199,DPW Maintained,Lophostemon confertus :: Brisbane Box,23 Franklin St,1.0,Sidewalk: Curb side : Cutout,DPW,1995-01-07 00:00:00,3,3X3,37.7746534,-122.4209298,1995,1990 - 1999,DPW
31072,104488,Permitted Site,Magnolia grandiflora :: Southern Magnolia,290x ARKANSAS ST,10.0,Sidewalk: Curb side : Cutout,Private,2014-03-12 00:00:00,12,3x3,37.763099,-122.3985216,2014,2010 - 2019,Private
31073,91159,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,245 Fowler Ave,7.0,Sidewalk: Property side : Yard,Private,2009-01-30 00:00:00,3,10x90,37.74361099,-122.4520373,2009,2000 - 2009,Private
31078,52457,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',522@ ANZA 12th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2005-12-27 00:00:00,6,,37.77834372,-122.4704538,2005,2000 - 2009,Private
31080,44464,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1600 Felton St,3.0,Sidewalk: Curb side : Cutout,Private,2001-03-26 00:00:00,9,,37.72591435,-122.4206208,2001,2000 - 2009,Private
31093,91467,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,411 Green St,2.0,Sidewalk: Curb side : Cutout,Private,2009-04-17 00:00:00,2,3x3,37.79980331,-122.4061193,2009,2000 - 2009,Private
31095,68454,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1824 Jackson St,1.0,Sidewalk: Curb side : Cutout,Private,1993-09-23 00:00:00,8,,37.79374081,-122.4250758,1993,1990 - 1999,Private
31103,20151,DPW Maintained,Ficus retusa nitida :: Banyan Fig,1043 Steiner St,1.0,Sidewalk: Curb side : Cutout,Private,2016-10-13 00:00:00,3,3x3,37.77893781,-122.4335857,2016,2010 - 2019,Private
